Order ID,Order Date,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
ORD-10211,2024-09-26,Customer 032,Home Office,South,Tamil Nadu,Furniture,Bookcases,Metal Bookcase,4,0.0,2099.08,-62.12
ORD-10212,2025-05-27,Customer 154,Home Office,West,Gujarat,Office Supplies,Storage,File Cabinet,4,0.0,5828.56,54.44
ORD-10213,2026-02-19,Customer 101,Corporate,Central,Chhattisgarh,Furniture,Chairs,Ergonomic Chair,4,0.15,8965.7,-108.37
ORD-10214,2024-07-01,Customer 004,Corporate,North,Delhi,Office Supplies,Storage,File Cabinet,4,0.15,8663.03,-471.58
ORD-10215,2025-06-03,Customer 198,Consumer,East,West Bengal,Office Supplies,Art,Pens,6,0.0,16662.9,3242.29
ORD-10216,2026-07-23,Customer 102,Home Office,North,Haryana,Technology,Phones,Feature Phone,4,0.0,1180.6,308.76
ORD-10217,2024-04-18,Customer 138,Home Office,East,Bihar,Furniture,Bookcases,Metal Bookcase,7,0.0,24772.09,3730.51
ORD-10218,2026-06-10,Customer 101,Home Office,South,Tamil Nadu,Technology,Laptops,Gaming Laptop,9,0.0,41512.77,4695.11
ORD-10219,2025-10-02,Customer 157,Home Office,North,Punjab,Furniture,Tables,Study Table,1,0.1,1168.15,-44.68
ORD-10220,2024-11-01,Customer 042,Corporate,North,Punjab,Furniture,Bookcases,Wooden Bookcase,2,0.0,324.12,55.92
ORD-10221,2026-05-11,Customer 069,Home Office,East,Bihar,Furniture,Bookcases,Metal Bookcase,3,0.2,4613.18,928.19
ORD-10222,2025-10-16,Customer 161,Consumer,North,Delhi,Office Supplies,Storage,Storage Box,9,0.2,2973.38,805.84
ORD-10223,2025-06-03,Customer 066,Consumer,West,Gujarat,Furniture,Tables,Study Table,8,0.0,34486.88,1806.0
ORD-10224,2025-09-15,Customer 121,Corporate,Central,Madhya Pradesh,Technology,Accessories,Mouse,1,0.0,315.79,2.54
ORD-10225,2024-07-22,Customer 082,Corporate,West,Maharashtra,Technology,Phones,Feature Phone,4,0.1,6036.59,1507.38
ORD-10226,2024-06-05,Customer 103,Consumer,North,Haryana,Office Supplies,Paper,A4 Paper,3,0.15,3043.71,831.87
ORD-10227,2025-01-17,Customer 145,Corporate,West,Gujarat,Office Supplies,Storage,File Cabinet,9,0.05,19990.41,-155.09
ORD-10228,2026-02-19,Customer 063,Consumer,Central,Madhya Pradesh,Office Supplies,Storage,Storage Box,4,0.15,12542.84,2430.47
ORD-10229,2024-06-14,Customer 097,Home Office,North,Punjab,Technology,Phones,Feature Phone,1,0.0,4759.85,919.67
ORD-10230,2025-07-06,Customer 037,Home Office,East,West Bengal,Technology,Accessories,Headphones,7,0.0,17576.58,4747.81
ORD-10231,2026-03-08,Customer 025,Home Office,East,West Bengal,Technology,Phones,Feature Phone,6,0.2,11262.91,-556.78
ORD-10232,2026-08-02,Customer 067,Corporate,South,Telangana,Office Supplies,Paper,A4 Paper,7,0.0,23421.86,122.68
ORD-10233,2025-06-27,Customer 035,Home Office,West,Rajasthan,Furniture,Tables,Conference Table,8,0.0,11460.64,2976.1
ORD-10234,2026-07-29,Customer 198,Consumer,North,Delhi,Technology,Phones,Feature Phone,8,0.0,13110.08,1480.56
ORD-10235,2024-01-01,Customer 181,Home Office,West,Gujarat,Office Supplies,Storage,File Cabinet,2,0.2,1395.71,41.2
ORD-10236,2025-09-05,Customer 013,Home Office,Central,Madhya Pradesh,Technology,Laptops,Gaming Laptop,2,0.05,6810.87,426.69
ORD-10237,2024-11-27,Customer 119,Consumer,East,Odisha,Technology,Phones,Feature Phone,8,0.15,19204.36,191.02
ORD-10238,2025-05-15,Customer 162,Home Office,South,Karnataka,Technology,Phones,Smartphone,3,0.1,2891.29,156.15
ORD-10239,2024-01-20,Customer 114,Consumer,North,Haryana,Furniture,Tables,Study Table,1,0.0,4986.09,1221.09
ORD-10240,2024-04-24,Customer 186,Corporate,North,Punjab,Technology,Phones,Feature Phone,1,0.15,784.68,59.59
ORD-10241,2026-08-09,Customer 115,Consumer,West,Maharashtra,Office Supplies,Art,Pens,3,0.0,5502.96,104.52
ORD-10242,2025-01-06,Customer 023,Corporate,North,Haryana,Furniture,Bookcases,Wooden Bookcase,5,0.15,10814.42,999.81
ORD-10243,2026-06-18,Customer 092,Corporate,West,Maharashtra,Office Supplies,Paper,A4 Paper,9,0.1,32357.48,6519.7
ORD-10244,2026-05-01,Customer 057,Consumer,Central,Chhattisgarh,Office Supplies,Art,Pens,7,0.0,9975.91,347.12
ORD-10245,2026-04-06,Customer 169,Consumer,East,West Bengal,Office Supplies,Art,Pens,10,0.0,49980.7,-2196.73
ORD-10246,2024-11-10,Customer 215,Consumer,East,Bihar,Furniture,Chairs,Office Chair,10,0.1,38230.83,1824.74
ORD-10247,2024-09-02,Customer 146,Home Office,South,Karnataka,Furniture,Tables,Conference Table,10,0.2,1905.68,88.82
ORD-10248,2024-02-29,Customer 155,Consumer,South,Telangana,Technology,Laptops,Business Laptop,3,0.0,7509.42,-448.91
ORD-10249,2024-09-03,Customer 046,Corporate,North,Haryana,Office Supplies,Paper,Notebook,10,0.0,10871.8,463.94
ORD-10250,2026-06-18,Customer 019,Corporate,North,Delhi,Technology,Accessories,Mouse,3,0.15,9930.72,2282.49
ORD-10251,2025-08-03,Customer 112,Home Office,West,Rajasthan,Technology,Laptops,Business Laptop,6,0.0,4611.66,846.92
ORD-10252,2024-03-21,Customer 188,Home Office,West,Rajasthan,Office Supplies,Paper,Notebook,4,0.0,13444.44,755.82
ORD-10253,2024-03-28,Customer 155,Corporate,East,West Bengal,Technology,Accessories,Headphones,10,0.15,17160.22,-1172.77
ORD-10254,2026-01-19,Customer 089,Corporate,Central,Madhya Pradesh,Furniture,Bookcases,Wooden Bookcase,8,0.2,5050.56,-262.58
ORD-10255,2025-05-12,Customer 178,Consumer,South,Telangana,Technology,Accessories,Mouse,6,0.05,13044.39,-58.88
ORD-10256,2026-04-15,Customer 043,Corporate,East,Odisha,Technology,Accessories,Headphones,1,0.2,1592.87,113.21
ORD-10257,2024-03-11,Customer 176,Consumer,West,Gujarat,Office Supplies,Art,Pens,2,0.15,7073.95,1091.86
ORD-10258,2026-02-17,Customer 044,Corporate,South,Tamil Nadu,Technology,Phones,Feature Phone,1,0.0,1661.71,-88.55
ORD-10259,2025-06-29,Customer 181,Consumer,South,Telangana,Technology,Accessories,Headphones,6,0.15,15354.82,3709.13
ORD-10260,2026-02-23,Customer 049,Corporate,West,Rajasthan,Technology,Accessories,Keyboard,3,0.05,1032.9,-6.2
ORD-10261,2024-05-08,Customer 216,Corporate,Central,Chhattisgarh,Furniture,Tables,Conference Table,4,0.1,2051.96,258.21
ORD-10262,2024-05-11,Customer 123,Consumer,South,Karnataka,Office Supplies,Paper,Notebook,2,0.2,2469.26,358.12
ORD-10263,2025-11-06,Customer 102,Corporate,North,Delhi,Technology,Phones,Feature Phone,2,0.0,4841.0,150.11
ORD-10264,2025-05-01,Customer 115,Consumer,West,Rajasthan,Office Supplies,Paper,Notebook,3,0.1,5178.6,274.39
ORD-10265,2025-07-16,Customer 171,Consumer,East,Odisha,Office Supplies,Storage,File Cabinet,5,0.0,14324.05,2733.1
ORD-10266,2024-06-18,Customer 210,Home Office,North,Haryana,Office Supplies,Art,Pens,10,0.0,12148.1,2705.22
ORD-10267,2024-09-28,Customer 183,Consumer,West,Rajasthan,Furniture,Tables,Study Table,8,0.1,11263.54,2759.56
ORD-10268,2025-06-24,Customer 109,Consumer,Central,Madhya Pradesh,Technology,Laptops,Gaming Laptop,3,0.0,14590.83,-504.45
ORD-10269,2026-06-12,Customer 143,Corporate,West,Maharashtra,Furniture,Chairs,Ergonomic Chair,6,0.0,27377.64,-1332.47
ORD-10270,2025-09-13,Customer 201,Corporate,Central,Chhattisgarh,Office Supplies,Art,Pens,1,0.15,3360.98,442.06
ORD-10271,2025-03-09,Customer 138,Corporate,North,Punjab,Technology,Phones,Smartphone,2,0.0,5714.3,1159.25
ORD-10272,2024-08-04,Customer 104,Consumer,West,Gujarat,Office Supplies,Art,Pens,10,0.0,30839.1,-555.35
ORD-10273,2026-08-09,Customer 096,Consumer,Central,Chhattisgarh,Technology,Laptops,Business Laptop,4,0.1,1229.51,309.22
ORD-10274,2025-07-06,Customer 191,Corporate,East,Odisha,Office Supplies,Storage,Storage Box,2,0.0,9730.46,-307.69
ORD-10275,2026-02-12,Customer 195,Home Office,East,Odisha,Furniture,Tables,Study Table,4,0.1,8151.88,1522.28
ORD-10276,2026-01-17,Customer 218,Home Office,East,West Bengal,Furniture,Chairs,Office Chair,5,0.1,16096.01,-501.65
ORD-10277,2025-12-07,Customer 093,Home Office,Central,Madhya Pradesh,Technology,Phones,Smartphone,1,0.1,1190.25,-73.56
ORD-10278,2024-07-24,Customer 153,Corporate,South,Tamil Nadu,Office Supplies,Storage,Storage Box,2,0.0,6875.5,371.88
ORD-10279,2025-12-31,Customer 177,Consumer,South,Tamil Nadu,Furniture,Bookcases,Metal Bookcase,6,0.05,5136.95,974.1
ORD-10280,2024-11-15,Customer 166,Consumer,East,West Bengal,Office Supplies,Paper,A4 Paper,10,0.0,39211.7,8962.23
ORD-10281,2025-02-12,Customer 154,Consumer,South,Tamil Nadu,Furniture,Tables,Study Table,1,0.0,2423.08,370.86
ORD-10282,2025-11-18,Customer 056,Corporate,South,Tamil Nadu,Furniture,Tables,Conference Table,7,0.05,29844.34,2543.91
ORD-10283,2025-10-27,Customer 216,Corporate,East,Bihar,Furniture,Bookcases,Metal Bookcase,10,0.15,5111.31,1430.12
ORD-10284,2025-01-17,Customer 071,Corporate,Central,Chhattisgarh,Office Supplies,Art,Markers,8,0.05,3137.28,472.52
ORD-10285,2025-03-24,Customer 082,Home Office,East,West Bengal,Technology,Accessories,Headphones,1,0.15,3439.62,225.21
ORD-10286,2026-07-10,Customer 189,Consumer,South,Telangana,Technology,Accessories,Keyboard,5,0.1,6170.36,405.12
ORD-10287,2025-06-13,Customer 172,Corporate,Central,Madhya Pradesh,Office Supplies,Art,Markers,9,0.1,26144.69,6440.73
ORD-10288,2025-04-07,Customer 067,Home Office,Central,Chhattisgarh,Technology,Accessories,Mouse,3,0.1,4156.76,-141.08
ORD-10289,2024-05-03,Customer 108,Corporate,Central,Madhya Pradesh,Furniture,Tables,Study Table,4,0.2,5890.85,1376.78
ORD-10290,2024-09-10,Customer 159,Consumer,East,Odisha,Furniture,Tables,Conference Table,2,0.2,3849.01,500.71
ORD-10291,2024-08-18,Customer 039,Consumer,West,Maharashtra,Furniture,Chairs,Ergonomic Chair,9,0.0,14057.46,3282.5
ORD-10292,2024-03-06,Customer 021,Corporate,South,Tamil Nadu,Office Supplies,Art,Pens,3,0.2,3960.67,-59.69
ORD-10293,2024-12-12,Customer 044,Home Office,East,Bihar,Technology,Laptops,Gaming Laptop,1,0.0,2315.06,449.19
ORD-10294,2024-01-22,Customer 010,Home Office,South,Tamil Nadu,Technology,Phones,Feature Phone,7,0.1,13082.77,758.72
ORD-10295,2025-08-25,Customer 188,Consumer,South,Telangana,Office Supplies,Paper,Notebook,9,0.2,7443.58,-584.44
ORD-10296,2025-07-21,Customer 017,Consumer,South,Telangana,Office Supplies,Storage,File Cabinet,2,0.15,3364.98,101.63
ORD-10297,2024-08-23,Customer 126,Corporate,East,Odisha,Office Supplies,Art,Pens,7,0.0,31157.49,1351.73
ORD-10298,2025-08-25,Customer 006,Home Office,South,Karnataka,Office Supplies,Paper,A4 Paper,4,0.0,14652.52,-58.19
ORD-10299,2024-08-13,Customer 160,Consumer,Central,Madhya Pradesh,Technology,Laptops,Gaming Laptop,7,0.05,29227.22,5776.76
ORD-10300,2024-01-08,Customer 032,Home Office,Central,Madhya Pradesh,Furniture,Chairs,Office Chair,1,0.1,3131.79,250.4
ORD-10301,2024-03-13,Customer 134,Corporate,East,Odisha,Furniture,Chairs,Office Chair,1,0.2,1260.38,-55.01
ORD-10302,2025-12-25,Customer 156,Consumer,Central,Madhya Pradesh,Office Supplies,Paper,A4 Paper,5,0.0,3293.3,326.65
ORD-10303,2025-10-08,Customer 054,Home Office,East,Bihar,Technology,Laptops,Business Laptop,5,0.15,3764.78,371.54
ORD-10304,2024-03-01,Customer 039,Consumer,West,Gujarat,Technology,Phones,Smartphone,2,0.15,7724.31,1242.44
ORD-10305,2024-08-22,Customer 076,Corporate,Central,Madhya Pradesh,Furniture,Bookcases,Wooden Bookcase,5,0.1,14657.62,4044.33
ORD-10306,2024-03-10,Customer 190,Consumer,West,Maharashtra,Technology,Phones,Smartphone,5,0.2,7460.2,243.01
ORD-10307,2026-07-16,Customer 069,Home Office,North,Delhi,Technology,Phones,Smartphone,6,0.1,10000.15,2638.36
ORD-10308,2024-02-02,Customer 099,Home Office,North,Punjab,Office Supplies,Paper,A4 Paper,7,0.1,12985.75,231.92
ORD-10309,2026-05-30,Customer 217,Consumer,West,Gujarat,Furniture,Chairs,Office Chair,3,0.0,10533.69,2879.54
ORD-10310,2024-12-04,Customer 176,Home Office,North,Punjab,Furniture,Tables,Conference Table,3,0.05,8822.12,1235.88
ORD-10311,2024-03-13,Customer 004,Home Office,South,Tamil Nadu,Office Supplies,Paper,Notebook,8,0.05,2471.98,385.11
ORD-10312,2025-06-10,Customer 170,Home Office,Central,Madhya Pradesh,Furniture,Tables,Study Table,7,0.0,23396.73,2187.47
ORD-10313,2024-08-31,Customer 121,Corporate,West,Maharashtra,Furniture,Bookcases,Wooden Bookcase,1,0.0,3252.65,331.78
ORD-10314,2024-10-12,Customer 141,Home Office,South,Karnataka,Office Supplies,Storage,File Cabinet,6,0.0,29122.26,2984.87
ORD-10315,2025-11-16,Customer 128,Corporate,West,Gujarat,Technology,Phones,Feature Phone,8,0.1,28988.5,-1400.52
ORD-10316,2025-05-12,Customer 001,Consumer,East,West Bengal,Office Supplies,Art,Markers,2,0.0,4153.7,500.8
ORD-10317,2024-08-07,Customer 210,Consumer,Central,Chhattisgarh,Furniture,Bookcases,Wooden Bookcase,8,0.05,36151.22,7848.86
ORD-10318,2025-07-06,Customer 169,Consumer,West,Gujarat,Furniture,Bookcases,Metal Bookcase,6,0.0,21647.88,-972.48
ORD-10319,2024-05-15,Customer 043,Corporate,North,Punjab,Office Supplies,Art,Pens,9,0.2,19135.66,-798.42
ORD-10320,2026-01-10,Customer 219,Corporate,South,Telangana,Furniture,Bookcases,Metal Bookcase,2,0.0,2692.04,-33.61
ORD-10321,2026-08-15,Customer 215,Home Office,South,Tamil Nadu,Technology,Accessories,Keyboard,2,0.0,7620.06,1932.34
ORD-10322,2026-06-22,Customer 111,Home Office,Central,Madhya Pradesh,Office Supplies,Storage,File Cabinet,8,0.2,776.0,-48.51
ORD-10323,2025-08-07,Customer 169,Home Office,West,Rajasthan,Technology,Accessories,Mouse,3,0.0,11038.26,-471.56
ORD-10324,2025-08-13,Customer 088,Corporate,Central,Chhattisgarh,Furniture,Tables,Conference Table,10,0.0,45879.6,848.52
ORD-10325,2025-04-29,Customer 142,Home Office,West,Maharashtra,Technology,Laptops,Business Laptop,9,0.2,31085.78,5758.79
ORD-10326,2024-09-05,Customer 182,Home Office,South,Karnataka,Technology,Accessories,Mouse,5,0.2,13857.6,-446.74
ORD-10327,2026-03-14,Customer 147,Home Office,South,Telangana,Furniture,Bookcases,Metal Bookcase,2,0.15,6507.26,604.74
ORD-10328,2025-04-29,Customer 098,Consumer,West,Rajasthan,Furniture,Bookcases,Metal Bookcase,7,0.15,24161.11,-1006.81
ORD-10329,2026-04-06,Customer 215,Consumer,North,Haryana,Technology,Phones,Feature Phone,3,0.2,11806.34,120.45
ORD-10330,2025-02-20,Customer 058,Home Office,East,West Bengal,Furniture,Chairs,Ergonomic Chair,8,0.2,3853.76,717.64
ORD-10331,2024-07-13,Customer 100,Corporate,Central,Chhattisgarh,Technology,Accessories,Mouse,5,0.0,17476.95,4431.01
ORD-10332,2024-04-06,Customer 163,Home Office,East,Bihar,Technology,Phones,Feature Phone,4,0.1,11306.7,2473.84
ORD-10333,2024-04-09,Customer 020,Consumer,East,Bihar,Furniture,Bookcases,Wooden Bookcase,4,0.0,6165.88,1689.72
ORD-10334,2025-11-05,Customer 042,Home Office,South,Telangana,Furniture,Chairs,Ergonomic Chair,1,0.15,1869.74,28.28
ORD-10335,2025-03-17,Customer 199,Home Office,East,West Bengal,Office Supplies,Storage,File Cabinet,1,0.05,810.49,109.32
ORD-10336,2024-12-28,Customer 048,Home Office,Central,Chhattisgarh,Office Supplies,Art,Pens,2,0.05,7489.32,817.4
ORD-10337,2025-03-09,Customer 085,Corporate,North,Haryana,Technology,Laptops,Business Laptop,2,0.0,3624.14,575.51
ORD-10338,2025-02-24,Customer 172,Corporate,East,West Bengal,Furniture,Bookcases,Metal Bookcase,9,0.2,29779.7,-2287.99
ORD-10339,2025-04-23,Customer 204,Consumer,West,Maharashtra,Furniture,Bookcases,Wooden Bookcase,1,0.05,3272.27,187.48
ORD-10340,2026-06-03,Customer 131,Corporate,West,Gujarat,Furniture,Bookcases,Metal Bookcase,1,0.05,4337.27,456.07
ORD-10341,2026-01-16,Customer 198,Home Office,West,Maharashtra,Office Supplies,Art,Markers,6,0.0,15708.48,-310.05
ORD-10342,2024-02-25,Customer 053,Home Office,Central,Madhya Pradesh,Furniture,Chairs,Office Chair,4,0.1,15617.74,3449.01
ORD-10343,2025-11-20,Customer 023,Consumer,West,Rajasthan,Technology,Accessories,Mouse,3,0.2,519.34,20.47
ORD-10344,2025-10-31,Customer 116,Home Office,North,Delhi,Office Supplies,Art,Markers,10,0.05,39196.33,2616.27
ORD-10345,2025-10-23,Customer 017,Home Office,West,Gujarat,Office Supplies,Paper,Notebook,2,0.2,4353.1,780.52
ORD-10346,2024-04-10,Customer 023,Corporate,Central,Madhya Pradesh,Furniture,Chairs,Ergonomic Chair,9,0.2,4464.43,127.17
ORD-10347,2024-03-03,Customer 101,Home Office,West,Gujarat,Office Supplies,Art,Markers,8,0.0,6927.92,-214.09
ORD-10348,2025-02-16,Customer 011,Consumer,East,Bihar,Technology,Laptops,Business Laptop,1,0.15,2390.43,-69.57
ORD-10349,2026-01-15,Customer 089,Consumer,Central,Chhattisgarh,Furniture,Bookcases,Wooden Bookcase,5,0.2,4517.04,1107.92
ORD-10350,2024-12-13,Customer 047,Home Office,West,Rajasthan,Furniture,Chairs,Office Chair,3,0.05,3368.3,-33.83
ORD-10351,2026-03-30,Customer 186,Home Office,Central,Madhya Pradesh,Furniture,Tables,Study Table,5,0.05,16108.49,-719.2
ORD-10352,2026-06-01,Customer 082,Corporate,West,Gujarat,Office Supplies,Paper,A4 Paper,2,0.0,2994.34,730.75
ORD-10353,2024-04-21,Customer 081,Corporate,West,Gujarat,Furniture,Bookcases,Metal Bookcase,10,0.15,7197.29,368.63
ORD-10354,2024-09-11,Customer 188,Corporate,South,Karnataka,Office Supplies,Paper,A4 Paper,7,0.05,9680.6,-306.39
ORD-10355,2024-07-15,Customer 021,Corporate,West,Gujarat,Office Supplies,Storage,Storage Box,8,0.0,22425.52,3417.62
ORD-10356,2024-07-13,Customer 209,Home Office,South,Telangana,Technology,Laptops,Gaming Laptop,2,0.15,7601.24,1120.31
ORD-10357,2025-07-03,Customer 199,Consumer,Central,Chhattisgarh,Furniture,Chairs,Office Chair,9,0.15,10534.2,947.63
ORD-10358,2025-04-04,Customer 102,Corporate,East,Odisha,Technology,Accessories,Mouse,5,0.15,3213.09,333.35
ORD-10359,2024-05-23,Customer 145,Home Office,Central,Madhya Pradesh,Furniture,Chairs,Office Chair,9,0.0,7090.38,-109.96
ORD-10360,2025-03-08,Customer 068,Corporate,South,Telangana,Furniture,Tables,Conference Table,1,0.1,1054.99,3.62
ORD-10361,2024-07-06,Customer 011,Home Office,South,Karnataka,Furniture,Chairs,Ergonomic Chair,7,0.1,15128.82,3590.96
ORD-10362,2024-10-12,Customer 168,Corporate,East,West Bengal,Furniture,Bookcases,Metal Bookcase,5,0.15,12474.98,-217.24
ORD-10363,2025-04-18,Customer 091,Corporate,East,Bihar,Furniture,Chairs,Ergonomic Chair,7,0.0,34062.7,3607.03
ORD-10364,2024-09-12,Customer 072,Consumer,West,Gujarat,Furniture,Chairs,Office Chair,8,0.0,7291.76,767.35
ORD-10365,2026-06-14,Customer 124,Home Office,South,Karnataka,Technology,Laptops,Gaming Laptop,4,0.05,8100.12,1452.29
ORD-10366,2026-08-03,Customer 152,Consumer,West,Gujarat,Technology,Accessories,Headphones,7,0.0,1469.93,-49.92
ORD-10367,2024-03-18,Customer 104,Home Office,South,Telangana,Furniture,Chairs,Office Chair,1,0.0,915.07,96.99
ORD-10368,2025-03-29,Customer 124,Consumer,Central,Madhya Pradesh,Furniture,Bookcases,Metal Bookcase,2,0.15,1974.23,547.65
ORD-10369,2026-04-07,Customer 176,Corporate,South,Tamil Nadu,Furniture,Chairs,Office Chair,10,0.05,31656.66,-621.11
ORD-10370,2026-06-01,Customer 134,Home Office,West,Rajasthan,Furniture,Chairs,Office Chair,7,0.0,13921.32,-1030.7
ORD-10371,2026-05-26,Customer 201,Home Office,West,Maharashtra,Furniture,Chairs,Office Chair,8,0.15,30721.58,-2025.99
ORD-10372,2025-07-17,Customer 199,Home Office,Central,Madhya Pradesh,Technology,Laptops,Gaming Laptop,10,0.0,27425.0,6661.77
ORD-10373,2024-04-10,Customer 098,Corporate,West,Rajasthan,Office Supplies,Storage,File Cabinet,9,0.1,17835.31,3642.68
ORD-10374,2024-02-21,Customer 140,Corporate,Central,Madhya Pradesh,Office Supplies,Paper,Notebook,8,0.0,30821.68,677.34
ORD-10375,2025-10-29,Customer 097,Home Office,East,West Bengal,Technology,Accessories,Mouse,1,0.0,2932.14,314.07
ORD-10376,2025-07-07,Customer 067,Home Office,South,Telangana,Office Supplies,Storage,Storage Box,2,0.2,1373.47,179.56
ORD-10377,2026-05-06,Customer 143,Corporate,West,Rajasthan,Office Supplies,Art,Pens,7,0.1,23935.97,2842.58
ORD-10378,2024-01-16,Customer 181,Corporate,South,Tamil Nadu,Furniture,Bookcases,Metal Bookcase,5,0.15,21010.68,923.8
ORD-10379,2024-04-05,Customer 131,Corporate,South,Telangana,Technology,Accessories,Headphones,8,0.0,31497.92,-1382.75
ORD-10380,2026-08-06,Customer 024,Consumer,East,Bihar,Furniture,Bookcases,Wooden Bookcase,3,0.2,4815.86,-376.1
ORD-10381,2026-02-10,Customer 186,Corporate,West,Rajasthan,Office Supplies,Paper,A4 Paper,5,0.0,5933.35,826.22
ORD-10382,2026-05-19,Customer 113,Consumer,West,Rajasthan,Furniture,Bookcases,Metal Bookcase,10,0.0,3815.7,574.28
ORD-10383,2024-08-30,Customer 060,Home Office,South,Telangana,Furniture,Tables,Study Table,1,0.15,3350.19,354.09
ORD-10384,2024-06-19,Customer 200,Corporate,South,Telangana,Technology,Laptops,Gaming Laptop,1,0.0,4880.66,1360.99
ORD-10385,2025-02-20,Customer 024,Home Office,East,Bihar,Office Supplies,Storage,File Cabinet,9,0.2,1262.16,-69.79
ORD-10386,2025-05-12,Customer 050,Corporate,East,Bihar,Furniture,Bookcases,Metal Bookcase,6,0.05,27474.63,40.29
ORD-10387,2025-05-07,Customer 076,Corporate,West,Rajasthan,Technology,Laptops,Gaming Laptop,7,0.15,15354.39,-828.23
ORD-10388,2024-08-06,Customer 063,Corporate,North,Haryana,Office Supplies,Art,Pens,8,0.15,32868.96,3093.19
ORD-10389,2026-06-04,Customer 202,Consumer,West,Rajasthan,Office Supplies,Art,Markers,8,0.0,5357.68,309.47
ORD-10390,2025-02-14,Customer 192,Corporate,South,Tamil Nadu,Office Supplies,Storage,File Cabinet,5,0.0,6582.3,418.73
ORD-10391,2026-07-13,Customer 192,Home Office,North,Haryana,Technology,Laptops,Business Laptop,6,0.15,5971.95,100.73
ORD-10392,2024-03-01,Customer 214,Consumer,South,Tamil Nadu,Furniture,Chairs,Office Chair,4,0.0,17505.76,44.02
ORD-10393,2024-06-17,Customer 002,Home Office,Central,Chhattisgarh,Technology,Phones,Smartphone,2,0.2,5458.37,531.42
ORD-10394,2025-01-23,Customer 126,Consumer,North,Punjab,Office Supplies,Art,Pens,8,0.15,30605.37,7123.61
ORD-10395,2024-01-03,Customer 139,Consumer,Central,Chhattisgarh,Office Supplies,Paper,A4 Paper,1,0.1,2408.49,222.05
ORD-10396,2025-02-03,Customer 081,Home Office,Central,Chhattisgarh,Office Supplies,Art,Markers,8,0.2,31263.3,3331.22
ORD-10397,2024-09-28,Customer 067,Consumer,North,Delhi,Furniture,Chairs,Ergonomic Chair,10,0.05,5639.77,792.95
ORD-10398,2026-08-06,Customer 054,Corporate,Central,Chhattisgarh,Technology,Laptops,Business Laptop,10,0.0,17811.7,1773.28
ORD-10399,2026-03-13,Customer 209,Consumer,East,Odisha,Office Supplies,Storage,Storage Box,3,0.15,7394.77,1234.66
ORD-10400,2026-03-14,Customer 207,Consumer,East,West Bengal,Furniture,Tables,Conference Table,4,0.2,2606.82,-68.2
ORD-10401,2025-04-10,Customer 013,Corporate,South,Tamil Nadu,Office Supplies,Paper,Notebook,8,0.15,10677.16,2445.72
ORD-10402,2024-10-19,Customer 191,Corporate,North,Haryana,Technology,Phones,Smartphone,5,0.2,9740.16,-441.53
ORD-10403,2025-03-09,Customer 174,Home Office,East,Odisha,Office Supplies,Art,Pens,6,0.0,1183.14,54.89
ORD-10404,2025-12-14,Customer 199,Home Office,South,Telangana,Furniture,Bookcases,Wooden Bookcase,5,0.2,7360.12,763.69
ORD-10405,2026-01-18,Customer 164,Corporate,West,Maharashtra,Office Supplies,Art,Pens,8,0.0,25563.12,5945.29
ORD-10406,2026-03-13,Customer 082,Home Office,West,Rajasthan,Furniture,Bookcases,Metal Bookcase,2,0.05,926.53,2.0
ORD-10407,2025-07-23,Customer 134,Corporate,East,Bihar,Office Supplies,Art,Pens,5,0.05,21136.03,3999.83
ORD-10408,2025-11-08,Customer 021,Consumer,West,Maharashtra,Technology,Phones,Smartphone,4,0.2,10700.51,1843.17
ORD-10409,2026-01-05,Customer 135,Consumer,South,Tamil Nadu,Technology,Phones,Smartphone,8,0.0,22298.64,4404.79
ORD-10410,2025-05-13,Customer 114,Home Office,North,Punjab,Furniture,Chairs,Office Chair,7,0.0,11311.44,2098.65
ORD-10411,2024-06-07,Customer 120,Home Office,South,Karnataka,Furniture,Chairs,Office Chair,1,0.05,3183.82,735.87
ORD-10412,2024-07-13,Customer 145,Corporate,East,Bihar,Office Supplies,Paper,A4 Paper,10,0.2,24225.28,4593.31
ORD-10413,2024-10-30,Customer 040,Corporate,Central,Chhattisgarh,Office Supplies,Storage,File Cabinet,2,0.05,4303.73,294.35
ORD-10414,2024-08-10,Customer 126,Corporate,North,Delhi,Furniture,Chairs,Ergonomic Chair,5,0.0,11995.35,2010.39
ORD-10415,2024-02-29,Customer 144,Corporate,East,West Bengal,Office Supplies,Storage,File Cabinet,1,0.0,2786.24,190.09
ORD-10416,2025-08-16,Customer 109,Home Office,West,Maharashtra,Technology,Accessories,Mouse,7,0.0,29115.03,427.2
ORD-10417,2026-01-23,Customer 106,Consumer,South,Telangana,Furniture,Bookcases,Metal Bookcase,5,0.15,13929.12,2941.43
ORD-10418,2025-07-09,Customer 126,Consumer,North,Delhi,Technology,Laptops,Gaming Laptop,8,0.05,23764.21,4091.49
ORD-10419,2024-03-03,Customer 184,Corporate,East,West Bengal,Technology,Phones,Smartphone,3,0.05,13863.63,234.44
ORD-10420,2026-02-04,Customer 205,Corporate,North,Delhi,Technology,Phones,Smartphone,8,0.1,8382.38,269.64
ORD-10421,2024-11-17,Customer 199,Corporate,East,Odisha,Furniture,Chairs,Ergonomic Chair,2,0.0,8466.76,-506.53
